unq:name@System.system_id,unq:name,ls_from_star,blackmarket,max_pad_size,market,shipyard,modified,outfitting,rearm,refuel,repair,planetary
'SHANHAULS','Lowry City',283,'Y','L','Y','Y','2015-06-21 23:30:44','Y','Y','Y','Y','N'
'SHANKARNS','Vogel Colony',0,'N','M','Y','N','2015-10-10 16:27:32','Y','N','Y','Y','N'
'SHANLUO ZI','Bose Landing',1590,'N','M','Y','N','2015-08-06 05:11:49','N','N','Y','N','N'
'SHANLUO ZI','Fincke Hangar',1178,'N','M','Y','N','2015-10-10 16:27:32','Y','Y','Y','Y','N'
'SHANTENERI','Carnera Station',79,'N','L','Y','Y','2015-08-26 14:44:03','Y','Y','Y','Y','N'
'SHANTENERI','Lilienthal Port',112,'N','M','Y','N','2015-08-26 14:44:13','N','N','N','Y','N'
'SHANTENERI','Norman Depot',0,'?','L','?','N','2016-01-13 20:43:43','Y','?','?','?','Y'
'SHANY','Houtman Vision',0,'N','L','Y','Y','2015-10-10 16:27:32','Y','Y','Y','Y','N'
'SHANY','Pike Landing',0,'Y','M','N','N','2015-10-10 16:27:32','Y','Y','Y','Y','N'
'SHANY','Yolen Settlement',0,'Y','M','N','N','2015-10-10 16:27:32','N','Y','Y','Y','N'
'SHAPA','Kushida Terminal',63,'N','L','Y','Y','2015-03-13 21:48:28','Y','Y','Y','Y','N'
'SHAPA','Stephan Terminal',870,'N','M','N','N','2016-01-08 19:34:57','Y','N','Y','Y','N'
'SHAPA','Wilhelm Von Struve Ring',900,'N','M','Y','N','2016-01-08 17:29:07','N','N','N','Y','N'
'SHAPALAM','Baker Colony',0,'N','L','Y','Y','2015-10-10 16:27:32','Y','Y','Y','Y','N'
'SHAPALAM','Scalzi Dock',0,'N','M','Y','N','2015-10-10 16:27:32','N','N','Y','Y','N'
'SHAPANIDOOG','Maybury Refinery',0,'Y','M','Y','N','2015-10-10 16:27:32','N','N','Y','Y','N'
'SHAPANIDOOG','Robson Installation',0,'Y','M','Y','N','2015-10-10 16:27:32','Y','Y','Y','N','N'
'SHAPASH','Frick Refinery',656,'N','L','Y','Y','2015-12-09 15:07:34','Y','Y','Y','Y','N'
'SHAPASH','Jemison Settlement',1602,'Y','M','N','N','2015-12-09 14:54:46','N','Y','Y','Y','N'
'SHAPASH','Kendrick City',5616,'Y','L','Y','Y','2015-08-03 05:58:01','Y','?','?','?','N'
'SHAPASH','Kraepelin Station',2151,'N','M','Y','N','2015-12-09 14:55:31','N','N','Y','Y','N'
'SHAPLINI','Atwood Oasis',0,'Y','M','N','N','2015-10-10 16:27:32','N','Y','Y','Y','N'
'SHAPLINI','Bayley Colony',0,'N','M','Y','N','2015-10-10 16:27:32','N','N','Y','Y','N'
'SHAPLINOUK','Arkhangelsky Enterprise',18702,'N','M','Y','N','2015-11-21 19:24:37','N','N','Y','Y','N'
'SHAPLINOUK','Beriev Platform',18934,'N','M','Y','N','2015-11-02 08:25:18','N','N','Y','Y','N'
'SHAPLINTIN','Ibold Landing',0,'Y','M','Y','N','2015-10-10 16:27:32','Y','N','N','Y','N'
'SHAPLINTIN','Ordway Horizons',0,'Y','M','Y','N','2015-10-10 16:27:32','Y','Y','Y','Y','N'
'SHAPLINTIN','Phillifent Vision',7331,'Y','L','Y','Y','2015-10-10 16:27:32','Y','Y','Y','Y','N'
'SHAPORI','Kuo Camp',0,'N','M','Y','N','2015-10-10 16:27:32','N','N','Y','Y','N'
'SHAPSUGABUS','Abe Dock',18,'N','L','Y','Y','2015-04-06 02:15:55','Y','Y','Y','Y','N'
'SHAPSUGABUS','Aoki Relay',805,'?','L','?','?','2016-01-13 09:37:30','?','?','?','?','Y'
'SHAPSUGABUS','Balog Dock',30,'N','L','Y','Y','2015-04-04 00:40:45','Y','Y','Y','Y','N'
'SHAPSUGABUS','Biermann Station',97,'N','L','Y','Y','2015-04-06 02:15:55','Y','Y','Y','Y','N'
'SHAPSUGABUS','Calatrava''s Inheritance',809,'?','L','?','?','2016-01-13 09:35:36','?','?','?','?','Y'
'SHAPSUGABUS','Clark Enterprise',808,'?','L','?','?','2016-01-13 09:37:05','?','?','?','?','Y'
'SHAPSUGABUS','Eddington Prospect',30,'?','L','Y','N','2016-01-03 10:24:27','Y','?','?','?','Y'
'SHAPSUGABUS','Gould Town',30,'?','L','?','?','2016-01-13 09:34:25','?','?','?','?','Y'
'SHAPSUGABUS','Greene Holdings',808,'?','L','?','?','2016-01-13 09:36:09','?','?','?','?','Y'
'SHAPSUGABUS','Grigorovich Stop',805,'?','L','?','?','2016-01-13 09:37:59','?','?','?','?','Y'
'SHAPSUGABUS','Jones Observatory',1456,'?','L','?','?','2016-01-13 09:43:20','?','?','?','?','Y'
'SHAPSUGABUS','Kennicott Landing',18,'Y','L','Y','N','2016-01-13 09:33:02','Y','Y','Y','N','Y'
'SHAPSUGABUS','Lee Station',54,'N','L','Y','Y','2015-10-10 16:27:32','Y','Y','Y','Y','N'
'SHAPSUGABUS','Luther Terminal',174,'N','M','Y','N','2015-10-10 16:27:32','Y','Y','Y','N','N'
'SHAPSUGABUS','Melotte Prospect',18,'N','L','Y','N','2016-01-13 09:32:44','Y','Y','Y','N','Y'
'SHAPSUGABUS','Mikulin Installation',809,'?','L','?','N','2016-01-13 09:34:49','Y','?','?','?','Y'
'SHAPSUGABUS','Morris Base',808,'?','L','?','?','2016-01-13 09:36:41','?','?','?','?','Y'
'SHAPSUGABUS','Nojiri City',803,'N','M','Y','N','2016-01-13 09:31:19','N','N','Y','Y','N'
'SHAPSUGABUS','Oosterhoff''s Claim',30,'?','L','Y','N','2016-01-11 18:52:27','Y','?','?','?','Y'
'SHAPSUGABUS','Reinhold Dock',1464,'N','M','Y','N','2016-01-13 09:32:20','N','Y','Y','Y','N'
'SHAPSUGABUS','Sekelj Settlement',805,'?','L','?','?','2016-01-13 09:38:39','?','?','?','?','Y'
'SHAPSUGABUS','Unsold Keep',30,'?','L','?','?','2016-01-13 09:33:47','?','?','?','?','Y'
'SHAPSUGS','Longomontanus Stop',0,'Y','M','Y','N','2015-10-10 16:27:32','Y','Y','Y','N','N'
'SHAPSUGS','Shajn Settlement',0,'N','M','Y','N','2015-10-10 16:27:32','Y','N','Y','Y','N'
'SHARAKHA','Bailey Vision',12,'N','M','Y','N','2015-12-25 20:28:26','N','N','Y','Y','N'
'SHARAKHA','Carstensz Port',2181,'N','M','Y','N','2015-12-25 20:29:07','N','N','Y','Y','N'
'SHARAKHA','Greenland Keep',2133,'N','L','Y','N','2016-01-09 09:35:43','Y','Y','Y','Y','Y'
'SHARAKHA','Narita Station',12,'N','L','Y','Y','2015-12-25 20:29:27','Y','Y','Y','Y','N'
'SHARAMO','Al-Khowarizmi Depot',672,'N','L','Y','N','2016-01-06 17:34:22','Y','Y','Y','Y','Y'
'SHARAMO','Pinto Vista',674,'N','L','Y','N','2016-01-06 17:46:24','Y','Y','Y','Y','Y'
'SHARAMO','Slipher Terminal',1654,'N','L','Y','Y','2015-10-20 09:05:15','Y','Y','Y','Y','N'
'SHARIJIO','Vian Landing',222,'Y','M','Y','N','2015-11-15 19:06:33','Y','Y','Y','N','N'
'SHARU','De Caminha Mine',0,'N','M','Y','N','2015-10-10 16:27:33','N','N','Y','Y','N'
'SHARU','Diophantus Terminal',0,'N','M','Y','N','2015-10-10 16:27:33','N','N','Y','Y','N'
'SHASANTEI','Agassiz Mines',0,'N','M','Y','N','2015-10-10 16:27:33','Y','N','Y','Y','N'
'SHASIL','Kawasato Hangar',62,'N','M','Y','N','2015-10-01 21:34:17','N','N','Y','Y','N'
'SHASIL','Neujmin Station',36,'N','L','Y','Y','2015-10-01 21:33:50','Y','Y','Y','Y','N'
'SHASIR','Conti Station',364,'Y','L','Y','Y','2015-10-14 08:03:04','Y','Y','Y','Y','N'
'SHASIR','Cummings Gateway',291,'Y','L','Y','Y','2015-10-14 08:02:43','Y','Y','Y','Y','N'
'SHASIR','Levy Ring',0,'Y','M','N','N','2015-10-10 16:27:33','N','Y','Y','Y','N'
'SHASIR','Steakley Hub',160,'Y','L','Y','Y','2015-10-14 08:02:30','Y','Y','Y','Y','N'
'SHASIR','Tarski Enterprise',0,'N','M','Y','N','2015-10-10 16:27:33','N','N','Y','Y','N'
'SHASTEM','Fan Terminal',0,'N','L','Y','Y','2015-10-10 16:27:33','Y','Y','Y','Y','N'
'SHASTI','Dukaj Colony',323,'N','M','Y','N','2015-04-23 14:17:18','N','Y','Y','Y','N'
'SHASTI','Eilenberg Prospect',230,'N','M','Y','N','2015-04-23 13:02:00','N','N','Y','N','N'
'SHATIST','Minkowski Survey',0,'N','M','Y','N','2015-10-10 16:27:33','N','N','Y','Y','N'
'SHATKWAKA','Reightler Port',0,'Y','M','Y','N','2015-10-10 16:27:33','Y','Y','Y','Y','N'
'SHATKWAKA','Sevastyanov Station',0,'Y','M','Y','N','2015-10-10 16:27:33','Y','Y','Y','N','N'
'SHATRITES','Chomsky City',53,'N','L','Y','Y','2015-10-10 16:27:33','Y','Y','Y','Y','N'
'SHATRITES','Coles Refinery',0,'?','L','Y','N','2015-12-27 00:33:31','Y','?','?','?','?'
'SHATRITES','Hoard Horizons',68,'N','M','Y','N','2015-07-30 21:52:54','Y','Y','Y','Y','N'
'SHATRUGHNA','Bereznyak Orbital',1783,'N','L','Y','Y','2015-06-14 15:26:50','Y','Y','Y','Y','N'
'SHATTVASU','Lundmark Depot',0,'N','M','Y','N','2015-10-10 16:27:33','Y','N','Y','Y','N'
'SHEBAYEB','Kier Vision',0,'?','L','?','N','2015-12-26 05:57:02','Y','?','?','?','?'
'SHEBAYEB','Turtledove Mines',298600,'N','M','Y','N','2015-05-13 08:32:03','N','Y','Y','Y','N'
'SHEBAYEB','Verrazzano''s Progress',298620,'N','M','Y','N','2015-06-21 23:13:04','Y','N','Y','Y','N'
'SHEBERA','Barratt Works',5,'N','M','Y','N','2015-07-17 18:16:18','N','N','Y','Y','N'
'SHEBKAULUWA','Bradfield Orbital',741,'N','M','Y','N','2015-12-05 17:25:58','Y','Y','Y','Y','N'
'SHEBKAULUWA','Cyrrhus Terminal',317,'Y','M','Y','N','2015-12-05 17:25:27','Y','N','Y','Y','N'
'SHEBKAULUWA','Gustav Sporer Station',586,'N','L','Y','Y','2015-12-05 17:25:49','Y','Y','Y','Y','N'
'SHEBKAULUWA','Lavochkin Station',744,'Y','L','Y','Y','2015-12-05 17:26:12','Y','Y','Y','Y','N'
'SHEBKAULUWA','Pilyugin Dock',185,'N','L','Y','Y','2015-12-05 17:25:01','Y','Y','Y','Y','N'
'SHEBKAULUWA','Veron Port',250,'N','M','N','N','2015-12-05 17:25:16','N','N','Y','Y','N'
'SHEBKAULUWA','Youll Terminal',406,'N','M','Y','N','2015-12-05 17:25:38','Y','N','Y','Y','N'
'SHEDI','Cormack Station',87462,'N','M','Y','N','2015-12-14 15:29:45','N','N','Y','Y','N'
'SHEDI','Filipchenko City',87576,'N','M','Y','N','2015-10-16 04:17:57','N','N','Y','Y','N'
'SHEDI','Forrester Station',0,'N','L','Y','Y','2015-10-10 16:27:33','Y','Y','Y','Y','N'
'SHEDI','Great Palace',0,'?','L','Y','N','2015-12-23 17:58:05','Y','?','?','?','?'
'SHEDI','Hunt Legacy',0,'?','L','Y','N','2015-12-28 18:23:21','Y','?','?','?','?'
'SHEDI','Jahn Station',0,'N','L','Y','Y','2015-10-10 16:27:33','Y','Y','Y','Y','N'
'SHEDI','Korzun City',5957,'N','M','Y','N','2015-12-31 20:57:39','N','N','Y','Y','N'
'SHEDI','Sharma Hub',0,'Y','L','Y','Y','2015-10-10 16:27:33','Y','Y','Y','Y','N'
'SHEDI','Solovyev Ring',0,'N','M','Y','N','2015-10-10 16:27:33','N','N','Y','Y','N'
'SHEELA NA GIG','Krupkat Base',0,'?','L','?','N','2015-12-26 00:59:41','Y','?','?','?','?'
'SHEELA NA GIG','Mitchell Hub',1054,'Y','M','Y','N','2015-05-17 20:28:46','Y','Y','Y','N','N'
'SHEELA NA GIG','Szilard Orbital',1546,'Y','M','Y','N','2015-06-21 23:11:26','N','N','Y','N','N'
'SHEN NUNG','Khayyam Colony',0,'N','M','Y','N','2015-10-10 16:27:33','N','N','Y','Y','N'
'SHEN NUNG','Lonchakov Relay',0,'N','M','Y','N','2015-10-10 16:27:33','N','N','Y','Y','N'
'SHEN SALI','Arisman Stop',0,'N','M','Y','N','2015-10-10 16:27:33','N','N','Y','Y','N'
'SHEN SALI','Dominique Depot',0,'N','M','Y','N','2015-10-10 16:27:33','N','Y','Y','Y','N'
'SHEN TZE','Teng-Hui Outpost',0,'N','M','Y','N','2015-10-10 16:27:33','Y','N','Y','Y','N'
'SHEN YI','Gloss Port',144674,'N','M','Y','N','2015-10-10 16:27:33','Y','Y','Y','Y','N'
'SHEN YI','Wafer Hub',139999,'Y','M','Y','N','2015-10-10 16:27:33','Y','Y','Y','N','N'
'SHENCHO','Tombaugh Landing',1003,'N','M','Y','N','2015-05-13 09:00:03','Y','Y','Y','Y','N'
'SHENET','Anthony City',242,'N','L','Y','Y','2015-10-16 17:27:45','Y','Y','Y','Y','N'
'SHENET','Polya Terminal',235,'Y','M','Y','N','2015-10-16 17:28:03','Y','Y','Y','N','N'
'SHENET','Vonarburg Orbital',245,'N','M','N','N','2015-10-16 17:28:14','Y','N','Y','Y','N'
'SHENETSERII','Aristotle Hub',53,'N','M','Y','N','2015-06-21 14:25:01','N','N','Y','Y','N'
'SHENG HUA','Dilworth Survey',0,'Y','M','N','N','2015-10-10 16:27:33','Y','Y','Y','Y','N'
'SHENG HUA','Lalande Colony',0,'Y','M','N','N','2015-10-10 16:27:33','Y','Y','Y','Y','N'
'SHENG HUA','Lewis Hub',0,'N','L','Y','Y','2015-10-10 16:27:34','Y','Y','Y','Y','N'
'SHENG NORNS','Chaviano Horizons',0,'N','M','Y','N','2015-10-10 16:27:34','N','N','Y','Y','N'
'SHENG NORNS','Selberg Outpost',0,'Y','M','Y','N','2015-10-10 16:27:34','Y','Y','Y','N','N'
'SHENGGAN','Pasteur Dock',1606,'N','L','Y','Y','2015-12-29 17:18:33','Y','Y','Y','Y','N'
'SHENICH','Moresby Vision',1677,'Y','M','N','N','2015-08-20 21:45:40','N','Y','Y','N','N'
'SHENICH','Wafer Terminal',943,'Y','L','Y','Y','2015-09-25 06:45:24','Y','Y','Y','Y','N'
'SHENTE','Amedeo Plana Terminal',29000,'N','M','Y','N','2015-06-10 05:38:38','Y','Y','Y','Y','N'
'SHENTE','Babcock Vision',29000,'Y','M','Y','N','2015-06-11 02:02:39','Y','Y','Y','N','N'
'SHENTE','Bonestell Hub',1502,'N','M','Y','N','2015-06-10 05:38:01','N','Y','Y','Y','N'
'SHENTE','Difate Gateway',32,'N','L','Y','Y','2015-12-26 12:28:45','Y','Y','Y','Y','N'
'SHENTE','Eggen Terminal',2126,'N','M','Y','N','2015-06-10 05:38:26','Y','Y','Y','Y','N'
'SHENTE','Foster City',29000,'N','M','Y','N','2015-06-11 02:02:39','Y','Y','Y','Y','N'
'SHENTE','Hawker Station',17,'N','L','Y','Y','2016-01-09 12:26:41','Y','Y','Y','Y','N'
'SHENTE','Madsen Vista',17,'N','L','Y','N','2015-12-26 12:43:49','Y','Y','Y','Y','?'
'SHENTE','Mead Ring',101,'N','L','Y','Y','2015-03-13 21:48:28','Y','Y','Y','Y','N'
'SHENTE','Nilson Vision',0,'?','L','?','N','2016-01-09 03:52:59','Y','?','?','?','Y'
'SHENTE','Shklovsky Station',59,'N','L','Y','Y','2015-03-13 21:48:28','Y','Y','Y','Y','N'
'SHENTE','Staus Depot',0,'?','L','Y','N','2015-12-26 12:40:30','Y','?','?','?','Y'
'SHENTENI','Holland Vision',273,'N','M','Y','N','2015-09-05 21:42:37','Y','N','Y','Y','N'
'SHENTENI','Lanier''s Claim',798,'N','M','N','N','2015-09-05 21:51:07','N','N','Y','Y','N'
'SHENUFO','Hyakutake Depot',0,'N','M','N','N','2015-10-10 16:27:34','N','Y','Y','Y','N'
'SHENUFO','Johnson Arena',0,'Y','M','Y','N','2015-10-10 16:27:34','N','Y','Y','Y','N'
'SHERBO','Albategnius Terminal',99,'N','L','Y','Y','2015-09-12 21:02:41','Y','Y','Y','Y','N'
'SHERBO','Bruck Port',0,'Y','M','Y','N','2015-10-10 16:27:34','Y','Y','Y','N','N'
'SHERNAQ','Lenoir Prospect',250,'N','M','Y','N','2015-03-13 21:48:28','N','N','Y','Y','N'
'SHERNTENIAI','Clapperton Station',0,'N','M','Y','N','2015-10-10 16:27:34','N','N','Y','Y','N'
'SHERNTENIAI','Greenland Gateway',891,'N','L','Y','Y','2015-10-16 11:33:36','Y','Y','Y','Y','N'
'SHERNTENIAI','Hopkinson Station',290,'N','L','Y','Y','2015-10-16 11:33:17','Y','Y','Y','Y','N'
'SHERNTENIAI','Jiushao Hub',0,'N','M','Y','N','2015-10-10 16:27:34','N','N','Y','Y','N'
'SHERNTENIAI','Lundwall Port',186,'N','L','Y','Y','2015-10-16 11:33:07','Y','Y','Y','Y','N'
'SHERNTENIAI','Phillips Station',39,'N','L','Y','Y','2015-10-16 11:32:53','Y','Y','Y','Y','N'
'SHERNTENIAI','Tiedemann City',0,'N','M','Y','N','2015-10-10 16:27:34','N','Y','Y','Y','N'
'SHERNTENIAI','Velho Port',0,'N','M','Y','N','2015-10-10 16:27:34','N','N','Y','N','N'
'SHERONES','Al-Din Al-Urdi Orbital',132,'Y','L','Y','Y','2015-06-21 23:25:16','Y','Y','Y','Y','N'
'SHERONES','Goldreich Vision',420,'N','L','Y','Y','2015-10-10 16:27:34','Y','Y','Y','Y','N'
'SHERONES','Gustav Sporer Station',324,'N','L','Y','Y','2015-04-13 02:00:23','Y','Y','Y','Y','N'
'SHERONES','Pajdusakova Terminal',221,'Y','M','Y','N','2015-05-13 12:35:24','Y','Y','Y','N','N'
'SHERONES','Salam Orbital',1019,'Y','M','Y','N','2015-10-10 16:27:34','Y','Y','Y','N','N'
'SHERONES','Sukhoi Terminal',182,'Y','M','Y','N','2015-10-10 16:27:34','Y','N','N','Y','N'
'SHERONES','Whitford Port',106,'N','L','Y','Y','2015-04-13 02:00:22','Y','Y','Y','Y','N'
'SHEROO','Macquorn Rankine''s Progress',0,'?','L','?','N','2015-12-28 11:57:17','Y','?','?','?','?'
'SHEROO','Schirra Mines',0,'N','M','Y','N','2015-10-10 16:27:34','Y','N','Y','Y','N'
'SHESMU','Baker Keep',0,'?','?','Y','?','2016-01-10 11:34:04','?','?','?','?','?'
'SHESMU','Garay Enterprise',0,'?','L','Y','N','2016-01-10 11:42:03','Y','?','?','?','Y'
'SHESMU','Ray Port',297,'Y','L','Y','Y','2015-06-21 23:14:07','Y','Y','Y','Y','N'
'SHI YU','Bode Port',28000,'N','M','Y','N','2015-06-12 13:08:42','Y','N','Y','Y','N'
'SHI YU','Hoffmeister Hub',954,'N','M','Y','N','2015-04-08 23:39:02','N','Y','Y','Y','N'
'SHIBBOLETH','Elgin''s Reach',589,'Y','L','Y','Y','2015-06-21 23:30:53','Y','Y','Y','Y','N'
'SHIBBOLETH','Galiano Principality',589,'N','L','Y','Y','2015-08-03 05:58:02','Y','Y','Y','Y','N'
'SHIBBOLETH','Heaviside Landing',384,'N','L','Y','N','2015-12-28 20:09:54','Y','Y','Y','Y','?'
'SHILI','Al-Haytham''s Claim',0,'N','M','Y','N','2015-10-10 16:27:34','N','N','Y','Y','N'
'SHILI','Mouhot Vision',0,'N','M','Y','N','2015-10-10 16:27:34','N','N','Y','Y','N'
'SHILLI','Hiyya Terminal',269,'N','L','Y','Y','2015-10-15 08:40:12','Y','Y','Y','Y','N'
'SHILLI','Pogson Orbital',0,'N','M','Y','N','2015-10-10 16:27:34','N','N','Y','Y','N'
'SHILLICI','Searle Relay',0,'N','M','Y','N','2015-10-10 16:27:34','Y','N','Y','Y','N'
'SHILLUK','Stebbins Port',9,'N','L','Y','Y','2015-08-26 14:56:22','Y','Y','Y','Y','N'
'SHINGON','Hirn Port',4515,'N','M','Y','N','2015-03-18 06:51:17','N','N','Y','Y','N'
'SHINIGAMI','Andrew Yola',569,'N','L','Y','Y','2015-04-15 00:24:29','Y','Y','Y','Y','N'
'SHINIGAMI','Shone''s Space Port',570,'N','L','Y','Y','2015-06-21 23:20:39','Y','Y','Y','Y','N'
'SHINRARTA DEZHRA','Gallun''s Inheritance',1524,'Y','L','Y','N','2016-01-05 11:53:21','Y','Y','Y','N','Y'
'SHINRARTA DEZHRA','Jameson Memorial',346,'N','L','Y','Y','2015-04-01 05:34:29','Y','Y','Y','Y','N'
'SHINRARTA DEZHRA','Neumann Camp',4052,'Y','L','Y','N','2016-01-05 11:55:05','Y','Y','Y','N','Y'
'SHINRARTA DEZHRA','Puleston Arsenal',4033,'N','L','Y','N','2016-01-05 11:54:13','Y','Y','Y','Y','Y'
'SHITICI','Bruce Hub',0,'N','L','Y','Y','2015-10-10 16:27:34','Y','Y','Y','Y','N'
'SHITICI','Neumann Enterprise',0,'?','L','Y','N','2015-12-24 21:35:57','Y','?','?','?','?'
'SHITICI','Weil Dock',0,'Y','M','Y','N','2015-10-10 16:27:34','Y','Y','Y','N','N'
'SHIVAROKKJU','Compton Relay',0,'N','M','Y','N','2015-10-10 16:27:34','Y','N','Y','Y','N'
'SHIVAROKKJU','Narita Relay',0,'N','M','Y','N','2015-10-10 16:27:35','Y','N','Y','Y','N'
'SHIVIS','Bushkov Hub',0,'?','L','Y','N','2015-12-27 18:37:32','Y','?','?','?','?'
'SHIVIS','Love Port',0,'N','M','Y','N','2015-10-10 16:27:35','N','N','Y','Y','N'
'SHIVIS','Reiter Gateway',0,'Y','L','Y','Y','2015-10-10 16:27:35','Y','Y','Y','Y','N'
'SHIVIS','Usachov Hub',28,'N','M','Y','N','2015-12-26 12:46:21','N','Y','Y','Y','N'
'SHOJON','Stephens Stop',699,'N','M','Y','N','2015-03-18 17:02:26','N','N','Y','Y','N'
'SHOJON','Sturt Terminal',914,'N','M','Y','N','2015-07-15 13:44:02','N','Y','Y','Y','N'
'SHOKI YINE','Morris Station',0,'N','L','Y','Y','2015-10-10 16:27:35','Y','Y','Y','Y','N'
'SHOKI YINE','Reed Hub',0,'N','M','Y','N','2015-10-10 16:27:35','N','N','Y','Y','N'
'SHOKI YINE','Walker Settlement',0,'N','M','N','N','2015-10-10 16:27:35','N','N','Y','Y','N'
'SHOKONDII','De Sousa Bastion',0,'?','?','Y','?','2016-01-10 00:58:02','?','?','?','?','?'
'SHOKONDII','George Horizons',0,'?','?','Y','?','2016-01-10 00:44:03','?','?','?','?','?'
'SHOKONDII','Matthews Dock',0,'Y','L','Y','Y','2015-10-10 16:27:35','Y','Y','Y','Y','N'
'SHOKU','Berezin Ring',448,'N','L','Y','Y','2015-09-13 12:20:00','Y','Y','Y','Y','N'
'SHOKUDII','Vo Platform',0,'N','M','Y','N','2015-10-10 16:27:35','Y','N','Y','Y','N'
'SHOKUJU','Arnold Schwassmann Dock',0,'Y','M','N','N','2015-10-10 16:27:35','N','Y','Y','Y','N'
'SHOKUJU','Edwards Holdings',0,'N','M','Y','N','2015-10-10 16:27:35','N','N','N','Y','N'
'SHOKUJU','Piano Orbital',0,'N','L','Y','Y','2015-10-10 16:27:35','Y','Y','Y','Y','N'
'SHOKUTH','Hyecho Port',0,'N','L','Y','Y','2015-10-09 15:55:28','Y','Y','Y','Y','N'
'SHOKUTH','Stillman Vision',0,'Y','M','N','N','2015-10-10 16:27:35','Y','Y','Y','Y','N'
'SHOKUTH','Young Mines',0,'N','M','N','N','2015-10-10 16:27:35','N','N','Y','Y','N'
'SHOKWA','Burnet Hub',11,'N','L','Y','Y','2015-10-10 16:27:35','Y','Y','Y','Y','N'
'SHOKWAKW','Maudslay Platform',1350,'Y','M','Y','N','2015-10-15 15:29:32','Y','Y','Y','N','N'
'SHOKWAKW','Parmitano Plant',1766,'Y','M','Y','N','2015-10-15 15:27:35','Y','Y','Y','N','N'
'SHOKWUS','Jones Survey',54,'N','M','Y','N','2015-05-11 20:58:41','Y','Y','Y','Y','N'
'SHOKWUS','Whipple Survey',74,'N','M','Y','N','2015-06-21 23:29:27','Y','Y','Y','Y','N'
'SHOL','Aitken Outpost',0,'N','M','Y','N','2015-10-10 16:27:35','Y','N','Y','Y','N'
'SHOL','Wilhelm Survey',0,'N','M','Y','N','2015-10-10 16:27:35','Y','N','Y','Y','N'
'SHOLINTET','Brandenstein Works',0,'N','M','Y','N','2015-10-10 16:27:35','Y','N','Y','Y','N'
'SHOM DJERO','Alphonsi Colony',19024,'N','M','Y','N','2015-08-21 11:46:05','N','N','Y','Y','N'
'SHOM DJERO','Eisinga Vision',19012,'N','M','Y','N','2015-08-21 11:47:22','N','N','Y','Y','N'
'SHOM DU','Marriott Relay',0,'N','M','Y','N','2015-10-10 16:27:35','N','N','Y','Y','N'
'SHOM DUN','Sarafanov Station',0,'Y','M','Y','N','2015-10-10 16:27:35','Y','Y','Y','N','N'
'SHOM DUN','Xiaoguan Hub',0,'N','M','Y','N','2015-10-10 16:27:35','Y','Y','Y','Y','N'
'SHOMA','Hooker Mine',0,'Y','M','Y','N','2015-10-10 16:27:35','Y','Y','Y','N','N'
'SHOMA','Perlmutter Arena',0,'N','M','Y','N','2015-10-10 16:27:35','N','N','Y','Y','N'
'SHOMANJIA','Alexander Holdings',390,'N','L','Y','Y','2015-09-04 15:10:02','Y','Y','Y','Y','N'
'SHOMANJIA','Hayashi Landing',3833,'Y','M','Y','N','2015-10-10 16:27:35','Y','Y','Y','N','N'
'SHOMANJIA','Jansky Colony',3866,'N','M','Y','N','2015-09-04 15:10:43','N','N','Y','Y','N'
'SHON','Aikin Survey',14,'N','M','?','N','2015-10-10 16:27:35','Y','Y','Y','N','N'
'SHON','Dunyach Colony',69,'Y','L','Y','Y','2015-04-30 06:13:54','Y','Y','Y','Y','N'
'SHON','Kennan Colony',8,'N','M','Y','N','2015-06-21 23:22:08','N','N','Y','Y','N'
'SHONA','Abbott Landing',23,'Y','M','Y','N','2015-10-01 02:43:32','Y','Y','Y','N','N'
'SHONA','Cramer Enterprise',2430,'N','L','Y','Y','2015-10-01 02:50:40','Y','Y','Y','Y','N'
'SHONA','Moran City',31,'N','M','Y','N','2015-10-01 02:47:19','N','Y','Y','Y','N'
'SHONESSA','Herzog City',73,'N','L','Y','Y','2015-08-09 13:00:41','Y','Y','Y','Y','N'
'SHONESSA','Jones Vision',7595,'N','M','Y','N','2015-08-09 13:01:17','N','Y','Y','Y','N'
'SHONESSA','Roelofs City',103,'N','M','Y','N','2015-08-09 13:00:54','N','Y','Y','Y','N'
'SHONGASTYAK','Wait Colburn''s Claim',2171,'N','M','Y','N','2015-10-13 12:51:20','Y','Y','Y','Y','N'
'SHONGBON','Bernoulli Landing',12,'Y','M','Y','N','2015-10-10 16:27:36','N','N','Y','Y','N'
'SHONGBON','De Kamp Enterprise',0,'?','L','Y','N','2015-12-28 13:15:53','Y','?','?','?','?'
'SHONGBON','Fanning Port',20,'N','M','Y','N','2015-09-10 13:22:16','N','N','Y','Y','N'
'SHONO','Rodrigues Colony',1648,'N','M','Y','N','2015-07-05 17:12:39','N','Y','Y','Y','N'
'SHONO','Russ Dock',1163,'Y','L','Y','Y','2015-07-05 17:12:55','Y','Y','Y','Y','N'
'SHONO','Tiedemann Settlement',2330,'Y','M','Y','N','2015-07-05 17:12:18','Y','Y','Y','N','N'
'SHONPONO','Nourse Ring',0,'N','M','Y','N','2015-10-10 16:27:36','N','N','Y','Y','N'
'SHONPONO','Russo Bastion',0,'?','L','?','N','2016-01-01 02:30:53','Y','?','?','?','Y'
'SHONPONO','Tucker Enterprise',140,'N','L','Y','Y','2015-06-30 18:11:05','Y','Y','Y','Y','N'
